;;;;;;
;;;;;;
;;;;;;
;;;;;;
EAN;Titolo;Autore;Editore;Genere (livello 1);Data di Uscita;NazionalitÖ dell'autore
9788800864114;Lineamenti di diritto costituzionale;Zagrebelsky Gustavo;LE MONNIER UNIVERSIT∑;NON FICTION GENERALI;04/05/2023;
9788817068697;S. La nave di Teseo di V. M. Straka;Abrams J. J.;RIZZOLI LIZARD;FICTION;19/11/2014;STRANIERO
9788893290753;Spider-Man. Special color;AA.VV.;MARVEL LIBRI;BAMBINI/RAGAZZI;26/06/2019;
9788831735889;La principessa di ghiaccio. I delitti di FjÑllbacka Vol. 1;LÑckberg Camilla;MARSILIO;FICTION;20/09/2018;STRANIERO
9788822774873;Indizi mortali;Bryndza Robert;NEWTON COMPTON EDITORI;FICTION;04/04/2023;STRANIERO
9788838933523;Il divano di Istanbul;Barbero Alessandro;SELLERIO EDITORE PALERMO;NON FICTION GENERALI;07/05/2015;
9788808520241;L'essenziale di biologia molecolare della cellula;Alberts Bruce;ZANICHELLI;NON FICTION GENERALI;03/12/2020;
9788838655661;Principi di economia;AA.VV.;MCGRAW-HILL EDUCATION;NON FICTION GENERALI;01/02/2022;
9788880336181;Diario di una schiappa. La dura veritÖ;Kinney Jeff;IL CASTORO;BAMBINI/RAGAZZI;01/02/2012;
9788830103924;L'ombra dello scorpione (The stand);King Stephen;BOMPIANI;FICTION;13/01/2021;STRANIERO
9788891838650;Foodporn. Il rapporto fra il cibo e i cinque sensi;Barra Francesca;MONDADORI ELECTA;NON FICTION VARIE;26/09/2023;
9788845915512;Sei pezzi facili;Feynman Richard P.;ADELPHI;NON FICTION GENERALI;21/06/2000;
9788833717715;Cuccioli. Libri passeggino;AA.VV.;EDIZIONI DEL BORGO;BAMBINI/RAGAZZI;27/09/2023;
9788833717319;Colori. Baby toy book;AA.VV.;EDIZIONI DEL BORGO;BAMBINI/RAGAZZI;12/07/2023;
9788800750608;Storia moderna 1492-1848;Capra Carlo;LE MONNIER UNIVERSIT∑;NON FICTION GENERALI;20/09/2021;
9788833717722;Fattoria. Libri passeggino;AA.VV.;EDIZIONI DEL BORGO;BAMBINI/RAGAZZI;27/09/2023;
9788893679947;Il portale magico;Ninna e Matti;MAGAZZINI SALANI;BAMBINI/RAGAZZI;30/09/2021;
9788804688969;L'eroe perduto. Eroi dell'Olimpo. Vol. 1;Riordan Rick;MONDADORI;BAMBINI/RAGAZZI;18/06/2018;
9788858039861;Lupetto si lava i denti. Amico lupo;Lallemand Orianne;GRIBAUDO;BAMBINI/RAGAZZI;24/03/2022;
9788804719052;La fattoria degli animali;Orwell George;MONDADORI;FICTION;12/11/2019;STRANIERO
9791259961624;Cane Puzzone diventa papÖ;Gutman Colas;TERRE DI MEZZO;BAMBINI/RAGAZZI;29/08/2023;
9788804754633;Ogni cosa ä collegata. Pauli, Jung, la fisica quantistica, la sincronicitÖ, l'amore e tutto il resto;Greison Gabriella;MONDADORI;NON FICTION GENERALI;21/02/2023;
9788864202143;One piece. New edition. Vol. 28;Oda Eiichiro;STAR COMICS;FICTION;19/05/2010;STRANIERO
9788861375291;Analisi grammaticale e logica al volo. Strumenti per l'apprendimento intuitivo con il metodo analogico;Bortolato Camillo;ERICKSON;NON FICTION GENERALI;20/10/2009;
9791221206234;Colora il tuo speciale unicorno Squishy super tenerino;AA.VV.;ABRACADABRA;BAMBINI/RAGAZZI;03/10/2023;
9788829111572;Il Codice di procedura civile e le leggi complementari;AA.VV.;LA TRIBUNA;NON FICTION GENERALI;15/09/2023;
9780241982105;Everything I know about love;Alderton Dolly;PENGUIN BOOKS;FICTION;01/01/2019;STRANIERO
9788891589507;Maxino e la torre dei mostri;Random Max;FABBRI;BAMBINI/RAGAZZI;12/09/2023;
9788858128794;Fantasia. Invenzione, creativitÖ e immaginazione nelle comunicazioni visive;Munari Bruno;LATERZA;NON FICTION GENERALI;16/03/2017;
9788804746676;Il Codice da Vinci;Brown Dan;MONDADORI;FICTION;12/01/2022;STRANIERO
9788838931383;La costola di Adamo;Manzini Antonio;SELLERIO EDITORE PALERMO;FICTION;09/01/2014;ITALIANO
9788845907333;La mia famiglia e altri animali;Durrell Gerald;ADELPHI;FICTION;02/01/1990;STRANIERO
9788808075475;Matematica. Calcolo infinitesimale e algebra lineare;Bramanti Marco;ZANICHELLI;NON FICTION GENERALI;08/09/2004;
9788806257699;Il ladro di quaderni;Solla Gianni;EINAUDI;FICTION;30/05/2023;ITALIANO
9788858043127;La grammatica dei tessuti;Finaurini Michela;GRIBAUDO;NON FICTION VARIE;29/11/2022;
9788806216955;Nel segno della pecora;Murakami Haruki;EINAUDI;FICTION;28/05/2013;STRANIERO
9788864202181;One piece. New edition. Vol. 32;Oda Eiichiro;STAR COMICS;FICTION;16/09/2010;STRANIERO
9788859300489;Storia della psicologia. Dal Novecento a oggi;Mecacci Luciano;LATERZA;NON FICTION GENERALI;21/03/2019;
9788875218379;Una cosa divertente che non farï mai pió;Wallace David Foster;MINIMUM FAX;FICTION;07/07/2017;STRANIERO
9788891434272;Codice civile esplicato. Ediz. minor;AA.VV.;EDIZIONI GIURIDICHE SIMONE;NON FICTION GENERALI;28/02/2023;
9788817050593;Canzoniere;Petrarca Francesco;RIZZOLI;FICTION;11/01/2012;ITALIANO
9788834612552;La ragazza e la notte;Musso Guillaume;LA NAVE DI TESEO;FICTION;22/08/2023;STRANIERO
9788821440502;Neuroscienze. Esplorando il cervello;Bear Mark F.,Connors Barry W.,Paradiso Michael A.;EDRA;NON FICTION GENERALI;28/06/2016;
9788855312097;Rosso, bianco & sangue blu;McQuiston Casey;HOPE;FICTION;18/02/2021;STRANIERO
9788838929106;Solaris;Lem Stanislaw;SELLERIO EDITORE PALERMO;FICTION;24/01/2013;STRANIERO
9788859282846;Amsterdam;Woolsey Barbara;LONELY PLANET ITALIA;NON FICTION VARIE;14/04/2023;
9788858012833;Il Piccolo Principe;Saint-ExupÇry Antoine de;GRIBAUDO;BAMBINI/RAGAZZI;14/01/2015;
9798833635384;100 fatti incredibili per ragazzi curiosi;AA.VV.;INDEPENDENTLY PUBLISHED;NON FICTION GENERALI;02/06/2022;
9798356035395;Costituzione della Repubblica Italiana. Aggiornata al 2023;AA.VV.;INDEPENDENTLY PUBLISHED;NON FICTION GENERALI;01/01/2023;
9788809971127;Dopotutto siamo amiche. Charlotte. Vol. 5;Neuhaus Nele;GIUNTI EDITORE;BAMBINI/RAGAZZI;20/09/2023;
9788859013471;Italiano in seconda con il metodo analogico. Lettura, comprensione, scrittura, ortografia, grammatica, lessico;Bortolato Camillo;ERICKSON;NON FICTION GENERALI;25/05/2017;
9788809872158;Unicorni e creature magiche. Coloring book;AA.VV.;GIUNTI EDITORE;BAMBINI/RAGAZZI;10/10/2018;
9788858014820;Il lupo che voleva fare il giro del mondo. Amico lupo;Lallemand Orianne;GRIBAUDO;BAMBINI/RAGAZZI;04/12/2015;
9798700006767;Piccola guerriera. Pensieri per te che hai il cuore di cristallo con la forza di un uragano;Abbamonte Mattia;INDEPENDENTLY PUBLISHED;FICTION;25/01/2021;ITALIANO
9788809900547;Prime parole;Machell Dawn;GIUNTI KIDS;BAMBINI/RAGAZZI;07/09/2022;
9788804773672;PokÇmon mania. 25 imperdibili PokÇmon e le loro storie. Vol. 2;AA.VV.;MONDADORI;BAMBINI/RAGAZZI;23/05/2023;
9788808920102;Genetica. Principi di analisi formale;Griffiths Anthony J. F.;ZANICHELLI;NON FICTION GENERALI;01/01/2021;
9788891588937;Le signore non parlano di soldi. Quanto ci costa la disparitÖ di genere?;Rinaldi Azzurra;FABBRI;NON FICTION GENERALI;07/02/2023;
9788807900730;La metamorfosi e tutti racconti pubblicati in vita;Kafka Franz;FELTRINELLI;FICTION;01/11/2013;STRANIERO
9788845297588;Shogun;Clavell James;BOMPIANI;FICTION;30/05/2018;STRANIERO
9788845929649;Finzioni;Borges Jorge L.;ADELPHI;FICTION;26/02/2015;ITALIANO
9788891905857;Storia moderna. Ediz. Mylab;Criscuolo Vittorio;PEARSON;NON FICTION GENERALI;02/10/2019;
9788804751816;Gli animali di Lockwood Manor;Healey Jane;MONDADORI;FICTION;29/08/2023;STRANIERO
9788832855609;I meccanismi di difesa. Teoria, valutazione, clinica;Lingiardi Vittorio;CORTINA RAFFAELLO;NON FICTION GENERALI;29/09/2023;
9788836005185;La psicologia dei soldi. Lezioni senza tempo sulla ricchezza, l'aviditÖ e la felicitÖ;Housel Morgan;HOEPLI;NON FICTION GENERALI;14/05/2021;
9788804780519;La Signora;James E. L.;MONDADORI;FICTION;20/06/2023;STRANIERO
9788807880124;Gli occhiali d'oro;Bassani Giorgio;FELTRINELLI;FICTION;06/02/2013;ITALIANO
9788806219420;Odissea. Testo greco a fronte;Omero;EINAUDI;FICTION;10/02/2014;STRANIERO
9788850251032;Un altro giro di giostra. Viaggio nel male e nel bene del nostro tempo;Terzani Tiziano;TEA;NON FICTION GENERALI;05/07/2018;
9788859280118;Barcellona;Le Nevez Catherine;LONELY PLANET ITALIA;NON FICTION VARIE;12/08/2022;
9788899880576;Magici unicorni. Leggi e gioca con gli stickers;Giustiniani Elisa;ELISEDIZIONI;BAMBINI/RAGAZZI;01/01/2022;
9788822776822;Un treno per Marrakesh;Jefferies Dinah;NEWTON COMPTON EDITORI;FICTION;27/06/2023;STRANIERO
9788858044339;Lupetto visita una fattoria. Amico lupo;Lallemand Orianne;GRIBAUDO;BAMBINI/RAGAZZI;05/09/2023;
9788850247707;La tristezza ha il sonno leggero;Marone Lorenzo;TEA;FICTION;15/06/2017;ITALIANO
9788852242052;Alice nel Paese delle meraviglie Speciale anniversario. Disney 100. Ediz. limitata;AA.VV.;DISNEY LIBRI;BAMBINI/RAGAZZI;05/07/2023;
9788804771579;La casa delle sirene. I Morelli, una famiglia napoletana;Galante Valeria;MONDADORI;FICTION;27/06/2023;ITALIANO
9788852240546;Antico come il tempo. E se la madre di Belle avesse maledetto la Bestia? A twisted tale;Braswell Liz;DISNEY LIBRI;FICTION;12/04/2023;STRANIERO
9788809838598;Mandala junior;AA.VV.;GIUNTI EDITORE;BAMBINI/RAGAZZI;11/01/2017;
9788809872929;Il diario delle regole di italiano. Mappe, schemi e tabelle di morfologia e sintassi;Sacchetti Paola Anna;GIUNTI EDU;NON FICTION GENERALI;31/10/2018;
9788850230112;Il tribunale delle anime. La trilogia di Marcus;Carrisi Donato;TEA;FICTION;22/11/2012;ITALIANO
9788822740953;La ragazza nell'acqua;Bryndza Robert;NEWTON COMPTON EDITORI;FICTION;28/05/2020;STRANIERO
9788806254247;L'assassino ä tra le righe;Hallett Janice;EINAUDI;FICTION;28/03/2023;STRANIERO
9788884998163;Melograni & carciofi. Ricette e ricordi di un viaggio dall'Iran all'Italia;Setareh Saghar;SLOW FOOD;NON FICTION VARIE;20/09/2023;
9788817070515;Orlando furioso;Ariosto Ludovico;RIZZOLI;FICTION;09/05/2012;ITALIANO
9788859278740;Palermo;Bruni Annalisa;LONELY PLANET ITALIA;NON FICTION VARIE;05/05/2022;
9788833936017;Passeggiare la notte;Mottley Leila;BOLLATI BORINGHIERI;FICTION;22/08/2023;STRANIERO
9788822766519;La vendetta degli dei;Lynn Hannah;NEWTON COMPTON EDITORI;FICTION;07/03/2022;STRANIERO
9788893293198;Spidey e i suoi amici. I librottini;AA.VV.;MARVEL LIBRI;BAMBINI/RAGAZZI;14/09/2022;
9788809911314;Dizionario italiano di base;AA.VV.;GIUNTI EDITORE;BAMBINI/RAGAZZI;14/09/2022;
9788852239236;Il Re leone;AA.VV.;DISNEY LIBRI;BAMBINI/RAGAZZI;15/06/2022;
9788809969766;Cosç diventerai grande;Mazzucchelli Luca;GIUNTI EDITORE;BAMBINI/RAGAZZI;20/09/2023;
9788809941021;Strumenti compensativi. Il quaderno di grammatica;Cornoldi Cesare, Ferrara Rosanna;GIUNTI EDU;NON FICTION GENERALI;04/05/2022;
9788829715589;Diario di un seduttore;Togawa Masako;MARSILIO;FICTION;19/09/2023;STRANIERO
9788804766742;Dizionario delle tristezze senza nome;Koenig John;MONDADORI;NON FICTION GENERALI;05/09/2023;
9788838654701;Economia degli intermediari finanziari;Nadotti Loris;MCGRAW-HILL EDUCATION;NON FICTION GENERALI;01/01/2022;
9788869661792;Five nights at Freddy's. The silver eyes;Cawthon Scott;IL CASTORO;BAMBINI/RAGAZZI;13/04/2017;
9788848006910;Il piccolo dizionario dei sinonimi e contrari;AA.VV.;GARZANTI LINGUISTICA;NON FICTION GENERALI;13/04/2022;
9788806219659;Momenti di trascurabile felicitÖ;Piccolo Francesco;EINAUDI;FICTION;10/02/2014;ITALIANO
9791259673763;Tra oggi e domani;Korn Carmen;FAZI;FICTION;12/09/2023;STRANIERO
9788858016138;Il lupo che entrava nelle fiabe. Amico lupo;Lallemand Orianne;GRIBAUDO;BAMBINI/RAGAZZI;03/11/2016;
9788806230371;Uomini senza donne;Murakami Haruki;EINAUDI;FICTION;24/05/2016;STRANIERO
9788866321811;Storia del nuovo cognome. L'amica geniale;Ferrante Elena;E/O;FICTION;19/09/2012;ITALIANO
9788859010791;Disfaproblemi. 90 esercizi per liberarsi dalla paura della matematica;Bortolato Camillo;ERICKSON;NON FICTION GENERALI;17/12/2015;
9788858046883;Gli in(dispensa)bili di Sonia. Il corso di cucina dalla A alla Z che ti salva pranzo e cena;Peronaci Sonia;GRIBAUDO;NON FICTION VARIE;19/09/2023;
9788869201608;Haikyu!!. Vol. 1;Furudate Haruichi;STAR COMICS;FICTION;08/08/2016;STRANIERO
9788809970380;Super barzellette per tutti;AA.VV.;GIUNTI EDITORE;BAMBINI/RAGAZZI;31/05/2023;
9788850267002;Il collezionista;Patterson James;TEA;FICTION;11/07/2023;STRANIERO
9788887028652;Cile 1973;Internazionale;INTERNAZIONALE;NON FICTION GENERALI;15/09/2023;
9788842079644;Amore liquido. Sulla fragilitÖ dei legami affettivi;Bauman Zygmunt;LATERZA;NON FICTION GENERALI;20/04/2006;
9788857612683;Cattivi e contenti;El Hematocr°tico;LOGOS;BAMBINI/RAGAZZI;03/02/2023;
9788868369132;Messaggio per un'aquila che si crede un pollo;De Mello Anthony;PIEMME;NON FICTION VARIE;11/02/2019;
9788845936906;Vita e destino;Grossman Vasilij;ADELPHI;FICTION;08/03/2022;STRANIERO
9788855441667;Billy Summers. Ediz. italiana;King Stephen;SPERLING & KUPFER;FICTION;18/10/2022;STRANIERO
9788823524163;Chiamami col tuo nome;Aciman AndrÇ;GUANDA;FICTION;02/05/2019;STRANIERO
9788858152096;La destra italiana. Da Guglielmo Giannini a Giorgia Meloni;Macry Paolo;LATERZA;NON FICTION GENERALI;22/09/2023;
9788855441476;Quando si avvera un desiderio;Sparks Nicholas;SPERLING & KUPFER;FICTION;21/06/2022;STRANIERO
9788850259397;Il club delle 5 del mattino. Inizia presto la giornata, dai una svolta alla tua vita;Sharma Robin S.;TEA;NON FICTION VARIE;21/01/2021;
9788869056550;Nostra signora delle nuvole;Zilahy Mirko;HARPERCOLLINS ITALIA;FICTION;12/09/2023;ITALIANO
9788804665021;Addio alle armi;Hemingway Ernest;MONDADORI;FICTION;10/05/2016;STRANIERO
9788830460607;New York. Allarme rosso;Patterson James;LONGANESI;FICTION;27/06/2023;STRANIERO
9788809934184;Sudoku per geni. Schemi diabolici;AA.VV.;DEMETRA;NON FICTION VARIE;07/06/2023;
9788858152850;Governare le migrazioni. Si deve, si puï;Allievi Stefano;LATERZA;NON FICTION GENERALI;06/10/2023;
9788834616017;L'alchimista. Graphic novel;Coelho Paulo;LA NAVE DI TESEO;FICTION;26/09/2023;STRANIERO
9788834903834;Hanako-kun. I 7 misteri dell'Accademia Kamome.  Vol. 1;AidaIro;EDIZIONI BD;FICTION;14/10/2020;
9788804710295;Io, te e il mare;Sicignano Marzia;MONDADORI;FICTION;09/07/2019;ITALIANO
9788807893490;Non dirmi che hai paura;Catozzella Giuseppe;FELTRINELLI;BAMBINI/RAGAZZI;11/06/2020;
9788806256265;Rigenerazione. La trilogia;Barker Pat;EINAUDI;FICTION;05/09/2023;STRANIERO
9788899880637;Gli animali della fattoria. Leggi e gioca con gli stickers;Giustiniani Elisa;ELISEDIZIONI;BAMBINI/RAGAZZI;01/01/2022;
9788834615812;Scrivere di follia;McGrath Patrick;LA NAVE DI TESEO;NON FICTION GENERALI;26/09/2023;
9788861429154;Jack e il fagiolo magico. Fiabe pop-up;AA.VV.;DOREMﬁ JUNIOR;BAMBINI/RAGAZZI;01/09/2023;
9788804730019;Il super senso;Borzacchiello Paolo;MONDADORI;NON FICTION VARIE;20/10/2020;
9788804772835;Italo Calvino racconta l'ÆOrlando furiosoØ di Ludovico Ariosto;Calvino Italo;MONDADORI;FICTION;27/02/2023;ITALIANO
9788804632931;I tre piccoli gufi;Waddell Martin;MONDADORI;BAMBINI/RAGAZZI;29/10/2013;
9788807924286;La ninfa di porcellana;Allende Isabel;FELTRINELLI;BAMBINI/RAGAZZI;06/06/2023;
9788834920992;Tokyo revengers. Vol. 28;Wakui Ken;EDIZIONI BD;FICTION;27/06/2023;STRANIERO
9788858012277;Storie di principesse. Tanti magici racconti ambientati in un mondo di castelli e palazzi reali;Dale Elizabeth;GRIBAUDO;BAMBINI/RAGAZZI;22/10/2014;
9788830457812;Gli undici inganni;Gold Robert;LONGANESI;FICTION;30/05/2023;STRANIERO
9788831013826;Harry Potter. La serie completa. Ediz. Castello di Hogwarts;Rowling J. K.;SALANI;BAMBINI/RAGAZZI;05/07/2022;
9788891586704;Il fantastico viaggio nel mondo dei Pet. Un'avventura a fumetti;Roby;FABBRI;BAMBINI/RAGAZZI;17/05/2022;
9788842068389;Manuale di storia della pedagogia;Cambi Franco;LATERZA;NON FICTION GENERALI;07/03/2003;
9788809896154;Fare un regalo. Bing;D'Achille Silvia;GIUNTI EDITORE;BAMBINI/RAGAZZI;31/07/2020;
9798449159663;Enigmi da risolvere mentre fai la cacca;AA.VV.;INDEPENDENTLY PUBLISHED;NON FICTION VARIE;08/04/2022;
9788829604470;Forza, scoiattolo!;Kinnear Nicola;EMME EDIZIONI;BAMBINI/RAGAZZI;12/09/2023;
9788858046616;Non sono stato io! (Invece si);Higgins Ryan T.;GRIBAUDO;BAMBINI/RAGAZZI;29/09/2023;
9783982580326;scimmia zen e il fiore di loto, La. 52 storie, che cambieranno la vostra vita;Jinpa Sherab;MSIKDI VERLAG;NON FICTION VARIE;21/09/2023;
9788868364946;Storia di una ladra di libri;Zusak Markus;SPERLING & KUPFER;FICTION;05/03/2019;STRANIERO
9788823514386;Il vecchio che leggeva romanzi d'amore;Sep£lveda Luis;GUANDA;FICTION;28/01/2016;STRANIERO
9788804707639;Fatto in casa da Benedetta. Torte, primi sfiziosi, stuzzichini... le ricette pió golose del web Vol. 1;Rossi Benedetta;MONDADORI;NON FICTION VARIE;22/01/2019;
9788822604279;My Hero Academia. Vol. 8;Horikoshi Kohei;STAR COMICS;FICTION;04/04/2017;STRANIERO
9788830119406;Smettere di f. I deliri di un tabagista;Benincasa Giovanni;BOMPIANI;FICTION;04/10/2023;ITALIANO
9781805316381;Arrivano i soccorsi!;Taplin Sam;USBORNE PUBLISHING;BAMBINI/RAGAZZI;12/09/2023;
9788831014601;La magia di MinaLima;MinaLima;SALANI;NON FICTION GENERALI;05/09/2023;
9788806254513;L'ombelico del sogno. Un viaggio onirico;Lingiardi Vittorio;EINAUDI;NON FICTION GENERALI;26/04/2023;
9788833245522;Romanzo Inter;Brambilla Michele;MINERVA EDIZIONI (BOLOGNA);NON FICTION VARIE;13/09/2023;
9788852242779;Cenerentola. Speciale anniversario. Disney 100. Ediz. limitata;AA.VV.;DISNEY LIBRI;BAMBINI/RAGAZZI;04/10/2023;
9791259742711;Gli unicorni;Salvini Vinicio;DAMI EDITORE;BAMBINI/RAGAZZI;05/07/2023;
9788842090649;L' etÖ contemporanea. Dalla grande guerra a oggi;Banti Alberto Mario;LATERZA;NON FICTION GENERALI;17/09/2009;
9788897427896;Giappone;Clegg Melanie;DIX;NON FICTION GENERALI;03/10/2023;
9780746083383;Che cosa mi succede? (Ragazze);Meredith Susan;USBORNE PUBLISHING;BAMBINI/RAGAZZI;19/09/2007;
9788891291974;L'attacco dei giganti.  Vol. 4;Isayama Hajime;PANINI COMICS;FICTION;16/01/2020;STRANIERO
9788817148061;L'isola delle anime;Pulixi Piergiorgio;RIZZOLI;FICTION;12/01/2021;ITALIANO
9788834441107;Messaggi dell'anima;Divine Sarah;ARMENIA;NON FICTION VARIE;20/09/2023;
9788817159814;Vai all'Inferno, Dante!;Garlando Luigi;RIZZOLI;BAMBINI/RAGAZZI;14/09/2021;
9788836229567;Concorsi INPS 2023. Teoria e test per la preselezione;AA.VV.;EDISES PROFESSIONI & CONCORSI;NON FICTION VARIE;26/06/2023;
9788845937545;Gentiluomo in mare;Lewis Herbert Clyde;ADELPHI;FICTION;31/01/2023;STRANIERO
9788829604111;L'uccello Pussa via!;Donaldson Julia;EMME EDIZIONI;BAMBINI/RAGAZZI;12/09/2023;
9791259741080;Gli animali della fattoria;Coppini Clementina;DAMI EDITORE;BAMBINI/RAGAZZI;20/04/2022;
9788804750505;Il gioco dell'angelo;Ruiz Zaf¢n Carlos;MONDADORI;FICTION;21/03/2022;STRANIERO
9788809969346;Il libro della buonanotte delle domande impossibili. Le risposte alle domande pió sorprendenti;Thomas Isabel;GIUNTI EDITORE;BAMBINI/RAGAZZI;13/09/2023;
9788823532670;Indagine su un colpo di stato;Dorfman Ariel;GUANDA;FICTION;12/09/2023;STRANIERO
9788809894594;La piccola orchestra. Libri lunghi lunghi;Casalis Anna;DAMI EDITORE;BAMBINI/RAGAZZI;07/04/2021;
9788822639158;One piece. New edition. Vol. 98;Oda Eiichiro;STAR COMICS;FICTION;12/04/2023;STRANIERO
9791255720126;TOLC-MED. Test Medicina 2024/2025. Preparazione ai test di ammissione. Medicina, odontoiatria e veterinaria. Manuale di teoria;AA.VV.;TESTBUSTERS;NON FICTION VARIE;06/09/2023;
9788808186614;Fisica 2. Elettromagnetismo e ottica;Mencuccini Corrado;CEA;NON FICTION GENERALI;16/01/2017;
9788830109339;Oscuri talenti;Miro J.M.;BOMPIANI;FICTION;19/10/2022;STRANIERO
9788850266012;Una donna in guerra;Costantini Roberto;TEA;FICTION;24/03/2023;ITALIANO
9788858024737;Il linguaggio delle emozioni. 48 storie per sviluppare l'intelligenza emotiva. Ispirato agli studi di Reuven Feuerstein. Ediz. a colori;Franco Barbara(cur.);GRIBAUDO;BAMBINI/RAGAZZI;19/09/2019;
9788859279914;Sicilia;Clark Gregor;LONELY PLANET ITALIA;NON FICTION VARIE;28/04/2022;
9788823528604;Storia di una gabbianella e del gatto che le insegnï a volare;Sep£lveda Luis;GUANDA;BAMBINI/RAGAZZI;22/04/2021;
9788830460621;Nessun piano B;Child Lee;LONGANESI;FICTION;18/04/2023;STRANIERO
9788820133641;GI. Vocabolario della lingua greca. Con la guida all'uso del vocabolario e lessico di base;Montanari Franco;LOESCHER;NON FICTION GENERALI;19/03/2013;
9788841252970;I tarocchi di Marsiglia;Beni Luisa;DE VECCHI;NON FICTION VARIE;11/05/2022;
9788804760726;L'inquilina silenziosa;Michallon ClÇmence;MONDADORI;FICTION;12/09/2023;STRANIERO
9788861895102;Mamma;Delforge Heläne;TERRE DI MEZZO;BAMBINI/RAGAZZI;22/11/2018;
9788860307064;Esperienza e educazione;Dewey John;CORTINA RAFFAELLO;NON FICTION GENERALI;15/10/2014;
9788829013944;Psicologia dell'educazione;Ligorio Maria Beatrice;CAROCCI;NON FICTION GENERALI;26/05/2022;
9788883622618;Una zuppa di sasso;Vaugelade Anaãs;BABALIBRI;BAMBINI/RAGAZZI;22/03/2012;
9788850266678;Una cosa da nascondere;George Elizabeth;TEA;FICTION;28/04/2023;STRANIERO
9791222301037;Gli errori di Putin. Ucraina: una guerra a tutti i costi;Stirpe Orio Giorgio;MIMESIS;NON FICTION GENERALI;22/09/2023;
9788891831613;Intrappolato nel mondo virtuale;Kendal , D'Anna Giuseppe;MONDADORI ELECTA;BAMBINI/RAGAZZI;28/09/2021;
9788856693195;La ragazza del mare. Dalla Nigeria a Lampedusa, storia vera di un viaggio per la vita;Kingsley Loveth;PIEMME;NON FICTION GENERALI;18/07/2023;
9788891296009;Death noteDeath Note;Obata Takeshi, Ohba Tsugumi;PANINI COMICS;FICTION;15/10/2020;STRANIERO
9788842832355;Elogio del fallimento. Quattro lezioni di umiltÖ;Bradatan Costica;IL SAGGIATORE;NON FICTION GENERALI;15/09/2023;
9788891435095;Costituzione della Repubblica Italiana. Testo integrale aggiornato alla legge costituzionale 7 novembre 2022, n. 2 che riconosce la peculiaritÖ delle isole;AA.VV.;EDIZIONI GIURIDICHE SIMONE;NON FICTION GENERALI;27/01/2023;
